PlayerID,First Name,Last Name,School,Pos,Pos2,Archetype,Arch2,OVR_Grade,Height,Weight,Event,40Yard,Bench,3Cone,Shuttle,Vert,Broad,Wonderlic,ThrowDist,ThrowAcc,InsideRun,OutsideRun,Catching,RouteRun,PassBlock,RunBlock,PassRush,RunStop,ManCov,ZoneCov,LBCov,Kickoff,FG,PuntDist,CoffinPunt,G_Speed,G_Agility,G_Strength,G_ThrowPower,G_ThrowAcc,G_Catch,G_Carry,G_RouteRun,G_RunBlock,G_PassBlock,G_Tackle,G_RunDef,G_PassRush,G_ManCov,G_ZoneCov,G_KickPow,G_KickAcc,G_PuntPow,G_PuntAcc,G_IQ
75340,Michael,Bradburn,USA,FB,,Balanced,,D,71,243,Sun Belt Pro Day,4.81,30,7.20,4.28,35,123,0,0.00,0.00,7.29,5.61,3.75,0.00,0.00,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,B-,C,D-,B+,A-,C-,B-,C,A-,B,C+,C+,D+,F,D-,F,F,B
74059,Timothy,Mariano,USM,QB,,Pocket,,B-,77,230,Sun Belt Pro Day,4.98,21,7.55,4.59,27,114,0,6.24,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,C-,C+,A,A-,A+,C,C-,C-,C+,B,B-,C,A-,C-,D+,D-,D-,D+,C+
74244,Victor,Ricks,USM,RB,,Power,,C,72,213,Sun Belt Pro Day,4.42,38,6.57,3.97,40,132,0,0.00,0.00,7.47,8.56,4.62,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B+,A+,C,A+,B,A+,C,F,A-,C,B,A-,B,A+,A,D,D-,C-,A+
74382,Edgar,Colon,USM,RB,,Receiving,,B+,70,190,Sun Belt Pro Day,4.34,34,6.52,3.79,41,136,0,0.00,0.00,7.59,7.83,8.25,6.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,A-,B+,A,B,A+,B,A,C+,D,A+,B,A-,C+,D,D,D,B
74095,Rodger,Mann,USM,CB,,Man Coverage,,C+,71,189,Sun Belt Pro Day,4.47,31,6.52,3.93,38,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.33,5.88,0.00,0.00,0.00,0.00,0.00,B,B,A,C-,A+,C-,B,B+,C,D+,C-,C+,B,A+,C,F,D,F,D+,B
75768,Samuel,Sheppard,TROY,CB,,Zone Coverage,,D+,71,185,Sun Belt Pro Day,4.47,28,6.97,4.02,37,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,9.50,0.00,0.00,0.00,0.00,0.00,B-,B+,A-,C,A,D+,B,C-,F,C,A-,B+,A-,C,A+,C-,F,F,D-,C
74765,Frank,Bogan,TROY,QB,,Scrambler,,C+,73,221,Sun Belt Pro Day,4.42,31,6.74,4.12,34,123,0,6.71,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B-,B,C,D,D-,B-,C-,C+,D-,B,C-,B+,C+,C,C,D+,C-,F,C-
74279,Ramon,Sandoval,SIU,QB,,Pocket,,C+,75,227,FCS Pro Day,4.70,28,7.22,4.20,31,123,0,7.88,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D+,C-,C+,A-,A-,A+,B-,D+,F,C-,C,D+,B,A-,A+,D-,D+,D+,C,C+
20501,Kenneth,Clark,CARK,RB,,Balanced,,B-,70,214,FCS Pro Day,4.47,30,6.72,4.05,36,127,0,0.00,0.00,7.41,7.83,6.75,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,B+,B,B,A,D-,D-,A,C+,D-,C-,C+,A-,C-,F,C,F,A-
20750,Sam,Robinson,CCSU,RB,,Receiving,,B-,69,199,FCS Pro Day,4.32,29,6.88,3.90,38,132,0,0.00,0.00,6.76,7.28,8.50,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,B,C-,B,A+,B,A+,C-,D,C-,D-,C,B,C-,C-,F,F,C-,A
75111,Thomas,Bowen,ETSU,RB,,Balanced,,B-,70,226,FCS Pro Day,4.32,35,6.81,4.20,37,124,0,0.00,0.00,8.00,7.22,5.50,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,B-,C,C+,B,C+,A,F,C-,B,A-,F,C+,B,B,F,D+,C-,F,B+
76080,Gerald,Shields,ALST,RB,,Balanced,,B-,69,213,FCS Pro Day,4.44,38,6.57,4.04,37,127,0,0.00,0.00,8.12,7.44,5.12,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B-,A,C,D-,C,B-,D+,F,B,D-,C+,B,D,F,F,D-,C-,D,A-
79140,Daniel,Johns,ETSU,FB,,Rushing,,A+,70,238,FCS Pro Day,4.37,44,6.52,3.80,41,132,0,0.00,0.00,9.65,8.67,7.00,3.54,0.00,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A+,A+,A,A+,C,A+,A+,A+,C+,A,A+,A+,D+,D-,A-,C+,A+
75678,Ronald,Cervantes,DART,WR,,Speed,,C+,72,194,FCS Pro Day,4.36,28,7.03,4.22,35,129,0,0.00,0.00,0.00,0.00,7.00,8.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,C+,B-,C+,D+,B-,B+,C,D,D+,C,C-,B,A+,B,C+,F,B,F,C
74124,Scott,Cool,SDAK,TE,,Receiving,,C,75,238,FCS Pro Day,4.46,44,6.74,3.97,39,133,0,0.00,0.00,0.00,0.00,9.00,6.31,0.00,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,A+,B,A-,A+,A+,C,B,A,B-,B-,A,B,C-,C+,D-,C,C-,D,B+
75194,Vernon,Wilson,SSU,OT,,Run Blocking,,B,76,306,FCS Pro Day,5.29,45,7.69,4.36,33,120,0,0.00,0.00,0.00,0.00,0.00,0.00,5.76,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,B-,C,C-,B+,C,B,F,B,C+,A-,C-,C-,C-,C-,C-,D-,D+,D,A
75775,James,Bush,PENN,OT,,Run Blocking,,C+,76,303,FCS Pro Day,5.42,41,7.66,4.34,32,117,0,0.00,0.00,0.00,0.00,0.00,0.00,3.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,C,C-,C-,C+,B,A-,F,B,D+,D-,C-,C+,C+,D+,F,C+,D,D+,C-
21673,Josh,Thomas,SELA,OG,,Pass Blocking,,B-,76,285,FCS Pro Day,5.32,45,7.05,4.49,36,120,0,0.00,0.00,0.00,0.00,0.00,0.00,7.18,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,A-,B+,B,A+,A,A,D+,D+,B+,F,B-,C+,C-,A,F,C,F,D,B
74154,David,Vanderhoof,PRST,OG,,Balanced,,B,75,294,FCS Pro Day,5.78,42,7.14,4.24,34,123,0,0.00,0.00,0.00,0.00,0.00,0.00,6.47,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B-,B+,B,C+,A,B-,D+,C+,B,F,B,B-,A+,B,C+,D-,D,D+,B
74605,Gregg,Marks,BUCK,C,,Line Captain,,B,75,287,FCS Pro Day,5.23,42,7.51,4.34,33,119,0,0.00,0.00,0.00,0.00,0.00,0.00,7.41,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,B,C,C+,C+,C+,B+,F,C-,B+,D+,C-,D-,B,D-,D,D-,D+,C-,B
20515,Nemanja,Carter,UTM,DE,,Balanced,,B-,75,287,FCS Pro Day,4.68,36,6.95,4.05,36,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B+,B+,B,D+,A-,C-,D-,C-,D-,B-,B,C+,C+,C,D-,F,C-,F,B
75546,Robert,Watters,PV,DE,,Balanced,,C+,76,261,FCS Pro Day,4.54,39,6.68,3.95,37,120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,C,C,A-,C+,B+,B,C-,F,D-,B-,C,B-,D+,B-,D-,D+,F,D-,A-
74337,Ryan,Gans,ETSU,ILB,,Speed,,B-,74,231,FCS Pro Day,4.36,39,6.54,4.01,38,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82,0.00,0.00,7.47,0.00,0.00,0.00,0.00,A+,A,C,A+,B-,C-,B+,B,D-,C+,B,C,B+,B,B+,D+,F,D-,D-,C-
75443,Raymond,Mosley,MONT,OLB,,Run Stopper,,C+,74,257,FCS Pro Day,5.00,37,7.05,4.24,35,120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.24,0.00,0.00,6.27,0.00,0.00,0.00,0.00,D+,C,A+,B,D+,B-,D-,C,F,B-,B,A+,D,B+,B,D-,F,D-,D-,A
75314,Warren,Mcnamara,SUU,CB,,Zone Coverage,,C,70,182,FCS Pro Day,4.57,23,6.88,4.13,38,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,8.12,0.00,0.00,0.00,0.00,0.00,B,B,D,C-,C+,C,B+,C-,C,C,C,B-,D+,C-,B+,F,F,F,F,C
75656,Garland,Thornton,DART,FS,,Zone Coverage,,C,71,193,FCS Pro Day,4.46,18,6.85,4.08,36,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,9.12,0.00,0.00,0.00,0.00,0.00,C-,B,D+,C-,C-,D,C,D-,F,F,C+,B,C+,B,B+,F,D,F,C-,A-
74136,Brian,Rubeck,GEOT,SS,,Run Stopper,,C,72,205,FCS Pro Day,4.64,32,6.78,4.10,38,131,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,5.12,0.00,0.00,0.00,0.00,0.00,C,B,A-,A-,B,C-,C+,D+,C-,C-,A-,A+,C,C+,C,F,D-,C-,D-,C-
20313,Matt,Van Roten,PNST,RB,,Receiving,,A+,69,199,NFL Combine,4.34,30,6.61,3.78,40,133,27,0.00,0.00,8.06,9.17,9.50,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,C-,B,A+,A+,A+,C-,A,A,D+,A-,A-,C+,C-,C,D+,D,A+
20006,Joe,Williams,TENN,RB,,Receiving,,A+,71,198,NFL Combine,4.35,31,6.54,3.81,41,133,40,0.00,0.00,7.24,9.28,8.88,4.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,C+,A+,A+,A+,C,A+,C,C-,A-,A,B,C-,C,C+,C-,A+
20901,Rich,Alcantara,TULS,RB,,Power,,A+,72,233,NFL Combine,4.47,37,6.90,4.07,37,123,28,0.00,0.00,7.71,6.22,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,C,A+,C+,A,C,A+,F,F,A+,A+,B,A,B,A-,D-,D-,D+,C,B
79140,Daniel,Johns,ETSU,FB,,Rushing,,A+,70,238,NFL Combine,4.40,45,6.44,3.95,41,132,37,0.00,0.00,8.53,7.94,6.00,1.69,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A+,A+,A,A+,C,A+,A+,A+,C+,A,A+,A+,D+,D-,A-,C+,A+
19978,Patrick,Hernandez,NEB,WR,,Possession,,A+,73,188,NFL Combine,4.61,32,6.62,3.94,37,133,38,0.00,0.00,0.00,0.00,8.75,8.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,B+,A,B,A+,A+,A,B-,B,A+,A-,C,A+,B,C-,C-,C+,C-,A+
20259,Jeremy,Allen,WAST,FB,,Rushing,,A+,71,220,NFL Combine,4.43,34,6.72,4.10,40,131,32,0.00,0.00,8.29,8.50,5.38,0.15,0.00,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,A+,A-,A+,C-,B+,B+,A-,C-,B,A-,C,D+,D+,C-,C+,A+
78995,Miles,Choudhry,MINN,DE,,Speed Rusher,,A+,77,243,NFL Combine,4.81,29,6.83,4.04,35,123,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A-,A+,A+,A-,A,C+,F,C-,A+,A+,A,A+,A+,C-,B,C,D+,A+
20225,Daniel,Ramos,UNC,RB,,Receiving,,A+,69,184,NFL Combine,4.43,28,6.74,3.92,41,132,31,0.00,0.00,7.71,8.06,7.50,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A+,A+,A+,A-,A+,B+,A+,C-,B-,B,C-,B-,A,C,D-,F,C-,C-,A+
20274,Tyler,Looney,IND,WR,,Possession,,A+,73,195,NFL Combine,4.36,29,6.83,4.01,37,130,26,0.00,0.00,0.00,0.00,8.12,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,A,B-,C+,A+,A,B-,B,C+,B+,C+,C-,A+,C+,F,C-,B-,D+,A+
74380,Francisco,Santiago,UTAH,OG,,Balanced,,A+,75,282,NFL Combine,5.71,43,6.97,4.28,36,125,26,0.00,0.00,0.00,0.00,0.00,0.00,8.12,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,B-,A-,A+,C-,B,B,F,A+,B+,C-,C+,C,D-,D-,C-,A+
24986,Tyler,Prochnow,BAYL,WR,,Speed,,A+,70,175,NFL Combine,4.30,39,6.49,3.86,41,138,33,0.00,0.00,0.00,0.00,9.62,9.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,A,A+,A,A+,A+,C-,C+,B,C,B,A+,C+,B-,D,A-,C-,A
20203,Joe,Lopez,UTAH,RB,,Power,,A+,72,233,NFL Combine,4.48,32,6.76,3.97,34,127,36,0.00,0.00,7.53,7.44,5.50,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B,A+,B,A,C,A+,D+,C,A+,A+,B-,A-,C+,B,D+,C+,B,D+,A+
24988,Franklin,Riggins,WASH,RB,,Power,,A+,66,195,NFL Combine,4.32,39,6.76,3.97,39,131,34,0.00,0.00,8.18,8.06,6.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,A+,C,A+,A,A+,B+,B-,A+,C-,D+,B-,A+,B,D-,B-,B-,C-,A+
20200,Darron,Axford,SMU,OG,,Pass Blocking,,A+,76,289,NFL Combine,5.78,47,7.26,4.20,36,122,25,0.00,0.00,0.00,0.00,0.00,0.00,8.71,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,A-,A+,A,A+,F,A,A+,F,D+,A,A+,A-,B-,D-,C,D+,A+
20350,Mike,Martis,SDSU,OG,,Run Blocking,,A+,74,294,NFL Combine,5.98,41,7.20,4.32,33,124,18,0.00,0.00,0.00,0.00,0.00,0.00,5.65,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,A+,B,A+,A+,B,A-,F,A,C,F,B,C,A+,C-,B-,C-,D,D,A+
74000,John,Nunez,BALL,OT,,Balanced,,A+,76,297,NFL Combine,5.23,46,7.17,4.30,35,125,26,0.00,0.00,0.00,0.00,0.00,0.00,6.94,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A+,A+,A,A+,D-,A,B,A+,B,A-,A+,A-,C,C,B,C+,A+
74007,Brien,Walker,PNST,WR,,Speed,,A+,71,195,NFL Combine,4.34,33,6.52,3.89,39,127,35,0.00,0.00,0.00,0.00,6.88,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,B-,A+,A+,B-,A+,B-,C+,D-,C+,C+,C+,B,B+,D+,D,D-,D,A+
20305,Kris,Pouncey,UNM,DE,,Balanced,,A+,74,273,NFL Combine,4.70,39,6.74,4.12,36,119,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,C,A+,A+,C,D-,D-,D,A+,A+,A+,B+,A+,C-,C,B,D-,A+
20032,Myles,Hernandez,TENN,OT,,Pass Blocking,,A+,76,280,NFL Combine,6.02,46,7.22,4.20,35,126,19,0.00,0.00,0.00,0.00,0.00,0.00,8.35,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,A+,C,B,F,B-,A,C-,C+,B,A,A+,B+,D-,D,C,A+
20306,Daron,Sampson,TLNE,OT,,Pass Blocking,,A+,76,290,NFL Combine,5.74,41,7.38,4.45,34,124,32,0.00,0.00,0.00,0.00,0.00,0.00,7.76,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A,A+,A+,A-,A,B+,B+,A,A-,B,A+,C+,B,D+,D-,C-,C,A
79080,James,Livingston,VT,RB,,Receiving,,A+,70,197,NFL Combine,4.31,37,6.40,3.83,44,135,34,0.00,0.00,9.47,9.89,9.50,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A+,A+,A+,A,A+,C+,A-,A+,B,B-,B,B,A-,C-,C-,C-,A+
20037,Trae,Williams,WISC,CB,,Man Coverage,,A,70,188,NFL Combine,4.44,29,6.81,3.88,37,127,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.67,8.25,0.00,0.00,0.00,0.00,0.00,B+,B,A+,C+,A+,C-,A-,B+,D-,D-,C+,D,A+,A+,B+,C+,B,C+,C-,A+
20192,Tavon,Bennett,MIAF,RB,,Balanced,,A,70,222,NFL Combine,4.34,31,6.81,3.97,37,124,22,0.00,0.00,7.06,7.67,6.25,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A,A+,A+,A+,B-,A+,D-,C,B-,A-,C-,B+,A+,A+,C-,D-,D-,C+,A+
20040,Laurent,Gimenez,MIAF,OG,,Pass Blocking,,A,76,283,NFL Combine,5.98,34,7.22,4.61,32,115,23,0.00,0.00,0.00,0.00,0.00,0.00,5.76,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,A+,B,A,A+,B,A,F,B-,A,F,B,A,A+,A,F,F,A-,C+,A
78908,Michael,Stonebreaker,MRSH,ILB,,Field General,,A,75,245,NFL Combine,4.41,36,6.76,4.01,37,131,42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,7.93,0.00,0.00,0.00,0.00,B+,A,B,B,C+,A+,C+,F,C-,D-,B,A-,A+,A-,A+,B-,D,B,C-,A+
74015,Santosh,Vo,MINN,DT,,Pass Rusher,,A,74,285,NFL Combine,4.88,38,6.95,4.15,35,124,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,A+,A-,A,A+,F,C-,D-,A+,C+,A+,C+,A+,D-,C-,D,C+,A+
21770,Dae-Ho,Whitehead,UHOU,RB,,Receiving,,A,69,201,NFL Combine,4.35,25,6.54,3.90,38,131,30,0.00,0.00,7.06,7.78,6.38,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,A,C,C-,A+,B,A+,F,A-,B-,F,D-,A-,D+,C-,D-,D-,C-,A+
20142,Alex,Smith-Schuster,TENN,WR,,Possession,,A,72,190,NFL Combine,4.42,36,6.83,4.22,40,132,25,0.00,0.00,0.00,0.00,7.75,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,A,A+,A+,A-,A+,A-,C+,C+,C+,B-,C+,A-,C+,C+,C-,B,C-,A
20052,Caleb,Murphy,UVA,FS,SS,Zone Coverage,Zone Coverage,A,72,196,NFL Combine,4.38,30,6.49,3.89,39,131,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.11,8.75,0.00,0.00,0.00,0.00,0.00,A,A+,A,C-,A,C-,B-,C,D+,C-,C+,A,B-,B-,A+,F,B+,F,D+,A+
20343,Nikola,Swearinger,CAL,RB,,Balanced,,A,70,210,NFL Combine,4.40,29,6.66,4.02,37,125,30,0.00,0.00,7.88,7.11,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,B,A-,A-,A,B,A,F,D-,A,B+,C,C+,A+,A-,C+,B-,C-,D+,A
20140,Michael,March-Lillard,WVU,RB,,Speed,,A,70,194,NFL Combine,4.30,37,6.66,3.99,37,127,36,0.00,0.00,8.65,7.89,5.38,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A,A+,B-,B-,D+,C,A+,A,C+,C,A,A+,C,C-,B,B-,A+
74203,Ernest,Brunache,SDSU,ILB,,Field General,,A,73,237,NFL Combine,4.53,41,6.66,3.97,37,130,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,0.00,0.00,7.80,0.00,0.00,0.00,0.00,B-,A-,C+,B-,A-,C-,B,C-,D-,F,A+,B,A+,C,A-,D+,D+,C,C,A+
20174,Jeff,Walker,UHOU,C,,Run Blocking,,A,77,293,NFL Combine,5.36,37,7.41,4.22,33,122,8,0.00,0.00,0.00,0.00,0.00,0.00,3.88,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,C,C,A+,A,C-,A+,B,A+,C-,A,A,B,C,D+,C-,C+,C+
20260,Bobby,Terrero,PNST,DE,DT,Run Stopper,Balanced,A,75,297,NFL Combine,4.93,41,6.76,4.01,34,122,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,B+,C+,A-,C,B-,D,D-,A+,A+,B,A+,B,D+,D+,C,C,A
21158,Michael,Gonzalez,WMU,CB,,Zone Coverage,,A,70,189,NFL Combine,4.50,29,6.95,3.95,36,125,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89,9.75,0.00,0.00,0.00,0.00,0.00,B+,A,B,B,A+,B-,C,C-,C+,C+,B+,A,A-,B,B+,F,F,F,D+,B
20104,Duke,Nido,,RB,,Balanced,,A,71,209,NFL Combine,4.43,34,6.85,4.19,37,126,17,0.00,0.00,6.94,7.89,7.12,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A,A+,C+,A,B+,A-,C,C-,A+,B,C+,C+,A+,B+,B-,C,B,C,B+
19988,Darius,Mauer,PNST,OT,OG,Run Blocking,Run Blocking,A,77,288,NFL Combine,5.86,43,6.78,4.32,36,123,21,0.00,0.00,0.00,0.00,0.00,0.00,5.53,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,A+,A,B-,B,D+,A+,A-,A+,B,A+,A-,A+,C-,D+,B,C-,A+
20375,Dzanan,Reid,WVU,QB,,Pocket,,A,76,225,NFL Combine,4.76,26,7.35,4.64,30,119,29,7.65,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,A,A+,B+,B,C-,B,F,D,A+,C,A,B,C+,C+,D-,D+,D,C+
20079,Aaron,Mays,TULS,CB,,Zone Coverage,,A,71,183,NFL Combine,4.50,31,6.64,3.94,39,131,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,9.25,0.00,0.00,0.00,0.00,0.00,B+,B+,A,C+,B,D,A-,C,B+,D+,A,C+,B,B-,A+,F,D+,C+,C-,A+
20080,Clint,Sinkfield,TLNE,CB,,Zone Coverage,,A,71,182,NFL Combine,4.50,27,6.70,3.95,38,127,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,9.00,0.00,0.00,0.00,0.00,0.00,B+,A-,B,C-,C+,C-,A+,D+,D-,C,B,D-,C,C,A,C,B,A-,C-,A-
19985,Hisashi,Rudock,PNST,OLB,ILB,Coverage,Coverage,A,73,235,NFL Combine,4.56,28,7.22,4.22,33,120,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,0.00,0.00,7.00,0.00,0.00,0.00,0.00,A-,B-,B,A+,B,B,C+,C-,C-,F,A+,A+,B,A+,A,C-,F,C-,C,A+
74855,Matthew,Alba,UCF,RB,,Balanced,,A,70,214,NFL Combine,4.51,27,7.05,4.15,35,127,12,0.00,0.00,5.76,7.28,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,A+,A+,C+,A+,B-,A+,D-,F,A-,A,B-,B,C-,C-,D-,D+,F,C-,A+
19981,Kevin,Robles,TLNE,ILB,,Field General,,A,74,236,NFL Combine,4.47,37,6.49,4.05,39,129,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.47,0.00,0.00,8.27,0.00,0.00,0.00,0.00,A+,A+,B+,A+,A,B,A,C-,F,D,A+,B,A+,B,A-,D+,C-,D,B-,A
74020,Irvin,Castleberry,TEX,OLB,,Run Stopper,,A-,75,242,NFL Combine,4.74,42,6.78,3.97,39,129,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.00,0.00,6.20,0.00,0.00,0.00,0.00,B-,A+,A+,A+,A,A+,B,C-,C,D-,A+,A+,C+,A+,B,C-,C,C+,C-,A+
74230,Dennis,Davis,COLO,WR,,Route Runner,,A-,69,171,NFL Combine,4.37,26,6.76,3.88,39,135,16,0.00,0.00,0.00,0.00,7.38,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,B+,B,A-,A+,B,B-,A+,D+,D+,C,B-,C+,B,C+,C-,D-,F,C-,A
74352,Steven,Gooley,VT,RB,,Speed,,A-,70,193,NFL Combine,4.32,34,6.66,4.20,38,130,28,0.00,0.00,8.59,7.17,4.25,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B+,A,A-,A,B,A-,D-,C-,A+,C,D,B,A+,A,F,C,F,C-,A+
74362,Jose,Cabellos,TLDO,OG,,Pass Blocking,,A-,76,295,NFL Combine,5.32,47,7.38,4.61,34,119,27,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B+,A,A+,B+,A+,C+,D+,C+,B,F,B+,A+,A-,C,C,B,D-,C,B
